Day;Hires;SundayMonthInd;MondayMonthInd;TuesdayMonthInd;WednesdayMonthInd;ThursdayMonthInd;FridayMonthInd;SaturdayMonthInd;LastSunday;LastMonday;LastTuesday;LastWednesday;LastThursday;LastFriday;LastSaturday;PenultimateSunday;PenultimateMonday;PenultimateTuesday;PenultimateWednesday;PenultimateThursday;PenultimateFriday;PenultimateSaturday;WorkingDay;BeforeHoliday;Holiday;ContributionToWorkingMonth;ContributionToMonth;MonthWorkingDayInd;ReverseMonthWorkingDayInd;Last5WDinMonthInd;Last5WDinMonth;Last4WDinMonthInd;Last4WDinMonth;tmin;tmax;tmean;hmin;hmax;hmean;pmin;pmax;pmean;wmean;wmax;gust;wdir;rain;dmin;dmax;dmean;nightmin;daymax;tc10max;tchrmax;hchrmax;tc10min;tchrmin;hchrmin;w10max;fmin;fmax;fmean;afhrs;TubeStrike;Olympics;SpecialEvent;SpecialEventName
2012-04-20;22730;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.0526;0.0333;13;7;0;0;0;0;5.1;13;8.3;54;94;80;990;995;992.5;4.6;15.6;25.6;252;8;3;7.2;4.9;5.1;13;0.8;2.7;19;1.7;3.6;13;9.3;2.5;13;7.2;0;0;0;0;none
2012-04-21;22014;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.0333;0;0;0;0;0;0;3.7;14.2;8.5;40;89;69;994;1002;998;5.2;13;22.1;268;0.9;0.2;4.6;2.8;3.7;14.2;0.9;2.8;12;0.9;2.4;12;10.1;1;14.2;7.4;0;0;0;0;none
2012-04-22;19707;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.0333;0;0;0;0;0;0;4.6;14.9;9.1;38;88;72;1003;1004;1003.5;6.2;18.5;25.1;248;1.7;0.2;6;4;4.6;14.9;0.6;2.8;28;1.1;4.3;11;13.2;1.2;14.9;8;0;0;0;0;none
2012-04-23;19262;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.0526;0.0333;14;6;0;0;0;0;7;10.9;8.1;56;95;82;990;1002;996;6.1;21.5;22.3;147;2.3;2.3;6.5;5.1;7;10.9;0.7;2.2;14;0.5;1.7;9;10.1;4.2;10.9;6.4;0;0;0;0;none
2012-04-24;27522;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;15;5;1;1;0;0;6.3;13;9;47;97;73;992;999;995.5;5.4;13;17;329;4;1;6.4;3.9;6.3;13;0.6;1.4;8;0.3;1.5;18;7.7;2.7;13;7.7;0;0;0;0;none
2012-04-25;12737;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;16;4;2;1;1;1;6.4;11.9;8.8;69;94;85;982;998;990;7.6;25.6;45.3;176;14.2;2.4;9.7;6.3;6.4;11.9;0.5;2;6;0.7;1.9;9;12.5;1.6;12.9;7.2;0;0;0;0;none
2012-04-26;21740;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;17;3;3;1;2;1;9.3;14.4;11.2;49;89;72;984;1003;993.5;10.7;25.1;33.4;217;2;2.9;8.3;6.2;9.3;14.4;0.6;1.9;6;0.6;1;12;16.2;5.6;14.4;10.3;0;0;0;0;none
2012-04-27;24263;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.0526;0.0333;18;2;4;1;3;1;9.3;15;11.4;55;85;74;1003;1015;1009;5.7;14;23.9;253;3.2;5.3;9.5;6.9;9.5;15;0.7;2.2;11;0.8;1.9;11;10.1;6.7;15.1;11.1;0;0;0;0;none
2012-04-28;7827;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.0333;0;0;0;0;0;0;5.4;9.3;8.1;85;97;94;1012;1016;1014;6.9;16.3;27.7;43;10.6;5;8.5;7.2;8.2;9.1;0.2;0.4;3;0.2;0.8;2;11.6;0;9.4;5.9;0;0;0;0;none
2012-04-29;9951;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0333;0;0;0;0;0;0;5.4;14.6;9;62;98;88;1001;1011;1006;9.8;20.4;34.6;98;16.9;4.8;13.1;6.9;5.4;14.6;0.6;2.1;5;0.3;1.2;25;14.6;-0.4;16.4;7;0;0;0;0;none
2012-04-30;31909;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;19;1;5;1;4;1;8.9;18;13.7;40;82;61;1007;1016;1011.5;7.5;17.3;21.9;122;0.1;3.6;9.5;5.9;8.9;18;0.6;2.6;10;0.5;1.4;11;10.9;6.1;18;13.6;0;0;0;0;none
2012-05-01;24523;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;1;22;0;0;0;0;10.8;17;13.2;59;97;86;1012;1022;1017;4.5;15.4;20.8;31;16.4;8.2;13.6;10.7;10.8;17;0.5;1.5;16;0.5;2.4;12;9.5;12.2;19.2;14.8;0;0;0;0;none
2012-05-02;28381;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;2;21;0;0;0;0;8.8;14;10.7;64;94;87;1015;1022;1018.5;4.1;9.7;12.8;12;1.2;6.1;10.7;8.6;9.4;14;0.4;1.3;11;0.5;2.2;12;6.9;6.7;15.1;10.8;0;0;0;0;none
2012-05-03;23768;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;3;20;0;0;0;0;7.5;8.9;8.3;90;94;92;1009;1016;1012.5;3.8;9.2;13.2;29;0;6.4;8;7.1;7.9;8.7;0.2;0.4;2;0.1;0.5;2;6.4;5.1;9.3;7.3;0;0;0;0;none
2012-05-04;25503;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0455;0.0323;4;19;0;0;0;0;6.7;8.9;7.8;80;96;89;1007;1009;1008;3.3;8.7;14.7;27;0.3;5.1;7.5;6;6.7;8.9;0.6;1.3;3;0.2;0.5;8;6.1;5;8.9;6.9;0;0;0;0;none
2012-05-05;16009;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;5.6;9.8;7.2;51;88;72;1008;1012;1010;6.4;12.1;17.5;49;0.3;-0.1;5.5;2.3;5.6;9.8;0.3;1.2;7;0.3;1;10;9.3;1.6;9.3;4.9;0;0;0;0;none
2012-05-06;17160;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;4.1;8.7;6.8;55;85;71;1012;1018;1015;3.8;11.2;14.7;62;0;-0.3;3.1;1.9;4.9;8.7;0.4;1.2;7;0.4;1.5;12;7.2;1.4;8.7;5.4;0;0;0;0;none
2012-05-07;15227;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;3.9;13.8;9.5;65;92;80;1010;1017;1013.5;3.8;13.2;17.3;183;2;1.8;10.1;6.1;3.9;13.8;0.8;3.2;8;0.3;0.9;14;7.6;3.3;14.9;9.7;0;0;0;0;none
2012-05-08;28585;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;5;18;0;0;0;0;10.6;18.4;13.9;53;95;78;1006;1010;1008;4.7;10.5;15.4;216;2;7.8;11.7;9.7;10.6;18.4;0.6;2;9;0.4;1.9;8;6.8;11.7;19.7;15.1;0;0;0;0;none
2012-05-09;21758;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;6;17;0;0;0;0;10.6;15.1;13.2;72;95;90;1006;1010;1008;4.5;12.3;18.7;201;4.9;8.5;14;11.6;10.6;15.1;0.7;2.8;8;0.3;1.1;6;9.4;11.7;18.5;15.4;0;0;0;0;none
2012-05-10;26164;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;7;16;0;0;0;0;14.2;17.1;15.5;83;97;92;1006;1013;1009.5;8.6;17;26.6;220;9.8;12.6;14.9;14.1;14.2;17.1;0.2;0.7;7;0.3;1;6;11.2;16.8;20.6;18.9;0;0;0;0;none
2012-05-11;31385;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0455;0.0323;8;15;0;0;0;0;8.1;16.1;13.2;37;90;60;1013;1033;1023;7.2;16.1;24.2;288;0;-1.2;12.6;5.2;11.4;16.1;0.7;1.8;8;0.7;1.7;11;11.4;5.7;16.8;13.5;0;0;0;0;none
2012-05-12;30699;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;4.9;15;10.4;38;75;54;1033;1039;1036;4.1;10.2;15.2;5;0;-1.3;4.1;1;4.9;15;0.8;2.7;9;0.6;2.6;10;6.5;2.1;15;9.7;0;0;0;0;none
2012-05-13;28778;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;3.9;17.6;11.9;34;83;54;1022;1037;1029.5;4.9;19;28.4;237;0;0.4;5.6;2.1;3.9;17.6;1.1;4.5;5;0.4;1.7;14;9.3;2.4;17.6;11.8;0;0;0;0;none
2012-05-14;23344;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;9;14;0;0;0;0;6.9;12.1;9.7;58;85;74;1011;1022;1016.5;6.4;13.7;19.4;240;1.4;1.6;8.8;5.2;6.9;12.1;0.5;1.3;5;0.3;1.1;8;8.4;3.7;12.8;8.9;0;0;0;0;none
2012-05-15;18409;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;10;13;0;0;0;0;4.8;11.5;7.5;56;91;79;1011;1023;1017;4.7;17.5;25.1;312;5.9;2.2;6.2;3.9;5;11.5;0.8;2;15;1.6;3.3;14;8.9;1.1;11.5;6.2;0;0;0;0;none
2012-05-16;31453;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;11;12;0;0;0;0;4.1;14.3;9.9;38;87;60;1022;1025;1023.5;4.1;10.9;15.2;298;0;-0.6;4.1;1.9;4.1;14.3;0.7;2.9;9;0.6;1.7;14;8.4;0.8;14.3;9.2;0;0;0;0;none
2012-05-17;31219;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;12;11;0;0;0;0;7.4;15.1;11.7;40;80;57;1009;1023;1016;4.3;12.3;14.7;157;0;0.6;5.5;3.2;7.4;15.1;0.5;1.6;9;0.4;1.3;13;7.3;6.7;15.1;11.6;0;0;0;0;none
2012-05-18;30945;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.0455;0.0323;13;10;0;0;0;0;8.8;16.6;12.8;55;83;71;1002;1009;1005.5;5.6;11.4;17.5;125;0.1;4.5;10.2;7.6;8.8;16.6;0.8;2.7;9;0.4;0.9;9;8.1;6;17.3;12.9;0;0;0;0;none
2012-05-19;28474;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.0323;0;0;0;0;0;0;9.3;16.8;13.4;56;91;76;1006;1012;1009;4.6;9.7;15.2;303;0;6;10.8;9.1;12;16.8;0.6;1.5;7;0.4;1.7;10;7.5;6.9;17.7;14.2;0;0;0;0;none
2012-05-20;22286;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;8.6;11.7;10.1;80;87;83;1010;1012;1011;5.8;12.1;17;37;0;5.8;8.7;7.4;8.6;11.7;0.4;1.1;2;0.2;0.5;5;7.7;5.6;12.4;9.6;0;0;0;0;none
2012-05-21;30905;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.0455;0.0323;14;9;0;0;0;0;9;16.1;12.1;71;93;83;1008;1010;1009;5;10.5;15.4;12;0;7.3;11.3;9.3;9;16.1;0.4;1.4;4;0.2;0.7;5;7.6;6.2;17.9;12.5;0;0;0;0;none
2012-05-22;36720;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.0455;0.0323;15;8;0;0;0;0;11.1;24.6;17.3;53;93;75;1011;1020;1015.5;4.2;10;14.3;4;0;9.6;15.5;12.6;11.1;24.6;1;3.9;8;0.5;2.3;16;6.2;12.2;28.7;20;0;0;0;0;none
2012-05-23;40486;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0.0455;0.0323;16;7;0;0;0;0;12.8;25.6;18.9;53;87;73;1020;1026;1023;2.7;6.4;8.7;10;0;10.3;16.8;13.7;12.8;25.6;0.7;2.9;7;0.4;1.7;10;5;14.2;30.3;22.2;0;0;0;0;none
2012-05-24;42008;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0.0455;0.0323;17;6;0;0;0;0;14.3;25.8;20.2;56;91;76;1025;1027;1026;2.9;9.2;12.5;51;0;12.6;17.6;15.5;14.3;25.8;0.7;2.9;6;0.4;1.6;10;5.8;16.9;31.4;24.5;0;0;0;0;none
2012-05-25;41357;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.0455;0.0323;18;5;1;1;0;0;15.6;24.3;20.1;31;87;59;1021;1026;1023.5;6.8;16.3;27.9;71;0;5.4;15.4;11.1;15.6;24.3;0.5;1.9;8;0.4;1.3;15;11.9;18.6;25.8;22.1;0;0;0;0;none
2012-05-26;39358;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;13.6;24.8;19.7;29;87;53;1018;1021;1019.5;6.7;15.4;25.9;81;0;5.2;13.6;8.6;13.6;24.8;0.6;2.4;6;0.5;1.7;21;10.7;15.4;24.8;20.6;0;0;0;0;none
2012-05-27;38781;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;13.5;26.7;20.3;29;73;49;1017;1020;1018.5;4.6;14.7;20.6;87;0;6.2;13.1;8.5;13.5;26.7;0.7;2.5;6;0.4;1.7;14;8.5;14;27.6;21;0;0;0;0;none
2012-05-28;40872;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;19;4;2;1;1;1;12.8;26.9;20.8;35;78;53;1015;1018;1016.5;2.6;10.2;13.2;242;0;7.3;13;10.4;12.8;26.9;0.7;3.2;7;0.5;2.3;9;7.2;13.5;29.3;22.3;0;0;0;0;none
2012-05-29;37962;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;20;3;3;1;2;1;14;22.8;18.4;54;80;66;1016;1018;1017;3.5;9.2;12.5;30;0;9.7;13.5;11.8;14;22.8;0.7;2.1;8;0.5;1.7;8;5.8;15.2;25.6;20.6;0;0;0;0;none
2012-05-30;38803;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;21;2;4;1;3;1;13.5;25.4;19.2;37;88;64;1016;1017;1016.5;4.4;10.9;17.3;237;0.3;8.6;14.4;11.5;13.5;25.4;0.8;3.1;22;1;3.2;20;7.7;15.3;27.1;21.2;0;0;0;0;none
2012-05-31;35630;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0.0455;0.0323;22;1;5;1;4;1;14;20.5;16.8;48;82;70;1016;1018;1017;5.7;15.2;21.9;281;0;8.7;12.4;11.1;14;20.5;0.4;1.8;8;0.5;1.9;12;11.2;15.8;22.3;18.6;0;0;0;0;none
2012-06-01;34524;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0526;0.0333;1;19;0;0;0;0;13.3;21;16.8;53;91;75;1018;1019;1018.5;3.3;7.8;10.9;349;0.3;10.5;14.1;12.1;13.9;21;0.6;2;11;0.6;2.1;9;5.7;15.4;23.2;19.2;0;0;0;0;none
2012-06-02;25283;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0333;0;0;0;0;0;0;11.2;17.8;13.5;51;96;79;1009;1018;1013.5;5.8;12.8;17.5;99;2.6;4.8;12;9.7;11.5;17.8;0.5;1.8;14;0.4;1.5;16;8.1;11.9;18.9;14.7;0;0;0;0;none
2012-06-03;12207;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0333;0;0;0;0;0;0;9.6;11.5;10.8;88;98;96;1005;1008;1006.5;5.1;10;15.6;95;18.8;9.3;10.9;10.2;10.7;11.2;0.2;0.3;5;0.2;0.4;1;6.8;7.5;13.2;12.1;0;0;0;0;none
2012-06-04;22649;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0333;0;0;0;0;0;0;6.2;14.2;10.1;54;98;81;1007;1019;1013;5.5;13;22.1;48;8.9;3.5;9.4;6.7;7;14.2;0.7;2.8;9;0.9;2.6;17;8.2;2.6;14.2;9.1;0;0;0;0;none
2012-06-05;15537;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0333;0;0;0;0;0;0;5.4;16.2;11.2;51;94;80;1005;1019;1012;4.1;12.1;17.5;182;6.2;3.3;11.7;7.6;5.4;16.2;0.9;3.3;16;0.4;1.6;17;8.8;5.1;16.2;11.7;0;0;0;0;none
2012-06-06;30297;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;2;18;0;0;0;0;12.6;18;15.2;64;95;80;1001;1004;1002.5;6.6;16.6;22.3;226;2;10.1;13.1;11.5;11.9;18;0.7;1.8;12;1;1.8;12;10.7;14.7;20.2;17.2;0;0;0;0;none
2012-06-07;23066;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;3;17;0;0;0;0;12.8;17.7;14.6;71;94;83;993;1003;998;6.7;19;26.8;191;10.9;8.8;14;11.7;12.8;17.7;0.7;1.6;8;0.3;1.2;16;12.8;14.2;20.7;16.7;0;0;0;0;none
2012-06-08;22224;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0526;0.0333;4;16;0;0;0;0;12.3;16.2;13.8;57;92;74;993;1005;999;12.6;25.6;35.5;230;3.5;5.6;11.6;9;12.3;16.2;0.4;1.2;9;0.4;0.9;13;18.4;12.3;17.4;14.7;0;0;0;0;none
2012-06-09;29258;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0333;0;0;0;0;0;0;11;18.7;14.3;35;75;55;1006;1012;1009;8.7;18.1;27;265;0;1.4;7.2;4.8;11;18.7;0.8;2.1;15;0.5;1.9;12;14.4;11;18.7;14.3;0;0;0;0;none
2012-06-10;20876;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0333;0;0;0;0;0;0;9.4;19.2;14.4;39;93;67;1004;1012;1008;3.2;10.2;14.5;139;7.7;4.6;10.7;7.9;9.4;19.2;0.8;3.4;11;0.6;2;12;6.4;8.8;19.2;14.9;0;0;0;0;none
2012-06-11;10252;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;5;15;0;0;0;0;10.2;12.9;11.7;93;98;97;1001;1003;1002;5.6;10.5;15.4;37;25.7;9.9;12.6;11.2;11.6;12.9;0.2;0.5;1;0.1;0.6;1;7.4;11.4;15.5;13.5;0;0;0;0;none
2012-06-12;23742;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;6;14;0;0;0;0;10;13.3;11.2;68;98;86;1003;1016;1009;4.9;13.8;18.7;23;2;6.5;10.7;8.9;10;13.3;0.4;1.4;3;0.3;0.6;10;8.6;10.6;14.4;12;0;0;0;0;none
2012-06-13;34447;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;7;13;0;0;0;0;5.6;18;13.4;43;93;63;1014;1020;1017;2.1;7.8;10.9;138;0;2.8;9.7;5.8;5.6;18;0.9;4.6;7;0.5;2.1;17;6;5.6;18;13.4;0;0;0;0;none
2012-06-14;31593;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;8;12;0;0;0;0;7.7;18.5;13.8;41;91;64;1010;1020;1016;5.6;15.4;20.8;116;2.3;2.6;11.2;6.9;7.7;18.5;0.7;2.9;9;0.5;1.5;9;9.3;6.6;18.5;14.2;0;0;0;0;none
2012-06-15;30944;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0526;0.0333;9;11;0;0;0;0;12.6;18.4;15.3;49;94;74;1006;1011;1009;7.5;19.7;30.1;204;4.7;6.3;12.9;10.3;12.5;18.4;0.6;2.2;14;1;1.5;20;12.6;14.5;19.4;16.7;0;0;0;0;none
2012-06-16;26300;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0333;0;0;0;0;0;0;12.6;18.6;15.1;44;81;66;1007;1011;1009;10.3;23;35.1;220;0;5.9;10.4;8.6;12.6;18.6;0.5;1.7;16;0.5;1.7;13;16.2;13.4;18.7;15.8;0;0;0;0;none
2012-06-17;28531;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.0333;0;0;0;0;0;0;12.5;20.2;16.3;43;79;61;1010;1018;1014;6.4;14.3;19.9;240;0.1;6.7;10.4;8.3;12.5;20.2;0.8;2.2;10;0.6;1.6;10;9.5;13.2;20.6;16.8;0;0;0;0;none
2012-06-18;31089;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.0526;0.0333;10;10;0;0;0;0;11.5;19.5;15;44;89;66;1013;1020;1017;3.7;10;13.2;265;2.3;4.8;11.2;8.3;11.5;19.5;0.7;2.1;7;0.5;1.8;14;6.9;12.4;19.7;15.6;0;0;0;0;none
2012-06-19;37601;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.0526;0.0333;11;9;0;0;0;0;10.9;21;16.4;40;85;60;1017;1021;1019;3;8.7;12.8;258;0;5.1;10.9;8;10.9;21;0.8;2.3;8;0.5;2.4;13;6.3;11.1;21.2;16.8;0;0;0;0;none
2012-06-20;39267;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0.0526;0.0333;12;8;0;0;0;0;10.9;22.4;17.2;36;88;58;1011;1018;1015;3.7;12.8;14.7;114;0;4.2;12.8;8.2;10.9;22.4;1.5;4.2;12;0.7;2;17;8.2;11.4;23.2;17.8;0;0;0;0;none
2012-06-21;27052;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0.0526;0.0333;13;7;0;0;0;0;11.4;19.8;15.6;62;94;81;1001;1011;1006;6.3;19.4;28.6;165;6.9;7.4;17.5;12.2;13.3;19.8;1;2.2;14;0.7;2.3;13;13.2;12.4;25;18.1;0;0;0;0;none
2012-06-22;33027;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.0526;0.0333;14;6;0;0;0;0;11.2;18.1;14.6;55;92;74;1005;1018;1012;8.8;22.3;32;235;1.1;8.5;11.2;9.9;11.2;18.1;0.6;1.6;10;0.6;1.1;12;14.2;12.3;19.4;15.9;0;0;0;0;none
2012-06-23;26900;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.0333;0;0;0;0;0;0;10.9;19.6;15.1;43;81;65;1016;1022;1019;7.2;15.2;22.8;237;1.2;6.2;9.8;8.2;10.9;19.6;0.7;2.1;13;0.7;2.2;12;10;11.1;19.6;15.6;0;0;0;0;none
2012-06-24;23509;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0333;0;0;0;0;0;0;11.7;20.2;15.6;43;95;73;1008;1018;1013;6.8;17.6;24.6;259;10.3;6.5;13.8;10.3;11.7;20.2;0.7;2.9;16;1.4;2.5;19;11.1;13.1;21.3;17.1;0;0;0;0;none
2012-06-25;36337;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;15;5;1;1;0;0;12.4;21.7;17.6;44;87;64;1014;1020;1017;3.3;9;12.1;300;0;8.4;12.2;10.3;12.4;21.7;0.8;1.9;7;0.5;1.4;9;5.9;13.7;22.9;19;0;0;0;0;none
2012-06-26;37652;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;16;4;2;1;1;1;14.8;23.5;18.8;38;83;62;1019;1020;1020;4.5;11.2;15.2;228;0;7.2;15.6;11.1;14.8;23.5;0.7;2.4;12;0.5;1.7;13;7.1;15.3;25.7;20.7;0;0;0;0;none
2012-06-27;36767;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;17;3;3;1;2;1;17;23.7;19.8;64;88;78;1012;1021;1017;4.4;10.2;14.5;240;0.1;14.1;17.1;15.7;17.8;23.7;0.7;2.5;5;0.4;1.7;7;7.7;20.4;28.8;24.2;0;0;0;0;none
2012-06-28;39571;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0.0526;0.0333;18;2;4;1;3;1;16;28.4;21.8;38;92;70;1001;1013;1006;5.6;19;27.3;185;0;8.9;19.9;15.6;16.6;28.4;0.8;2.7;13;0.6;2.7;16;12.5;16.8;35.2;26.4;0;0;0;0;none
2012-06-29;35321;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.0526;0.0333;19;1;5;1;4;1;14.3;21.3;17.1;44;82;70;1004;1007;1006;9.1;19.2;27.9;220;0.1;8.5;13.8;11.3;14.3;21.3;0.7;2;12;0.5;1.7;19;14.8;15.6;22.7;19;0;0;0;0;none
2012-06-30;32982;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.0333;0;0;0;0;0;0;13.9;21.4;17.5;41;84;64;1006;1011;1008;8.5;18.7;27.7;221;0;6.9;13.8;10.2;15.6;21.4;0.6;1.5;10;0.5;1.5;14;12.2;14.7;22.1;19;0;0;0;0;none
