Day;Hires;SundayMonthInd;MondayMonthInd;TuesdayMonthInd;WednesdayMonthInd;ThursdayMonthInd;FridayMonthInd;SaturdayMonthInd;LastSunday;LastMonday;LastTuesday;LastWednesday;LastThursday;LastFriday;LastSaturday;PenultimateSunday;PenultimateMonday;PenultimateTuesday;PenultimateWednesday;PenultimateThursday;PenultimateFriday;PenultimateSaturday;WorkingDay;BeforeHoliday;Holiday;ContributionToWorkingMonth;ContributionToMonth;MonthWorkingDayInd;ReverseMonthWorkingDayInd;Last5WDinMonthInd;Last5WDinMonth;Last4WDinMonthInd;Last4WDinMonth;tmin;tmax;tmean;hmin;hmax;hmean;pmin;pmax;pmean;wmean;wmax;gust;wdir;rain;dmin;dmax;dmean;nightmin;daymax;tc10max;tchrmax;hchrmax;tc10min;tchrmin;hchrmin;w10max;fmin;fmax;fmean;afhrs;TubeStrike;Olympics;SpecialEvent;SpecialEventName
2011-01-01;4555;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;3.2;6.6;5.2;84;95;89;1023;1027;1025;4.2;10.2;15.4;330;0.1;1.4;5.7;3.6;3.2;6.6;0.2;0.9;3;0.2;1;3;7.4;0.5;6.6;3.6;0;0;0;0;none
2011-01-02;6250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;1.5;3.2;2.3;77;88;84;1027;1029;1028;3.5;7.4;9.4;343;0;-1.6;1.4;-0.2;1.5;3.2;0.2;0.5;1;0.2;0.5;3;5;-2;3;0.9;0;0;0;0;none
2011-01-03;7262;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;-0.9;3.3;2;65;87;76;1018;1027;1022.5;2.2;7.6;8.7;244;0;-3.6;-0.7;-1.9;-0.9;3.3;0.3;1.5;5;0.4;1.4;6;4.7;-1.9;3.3;1.4;1.9;0;0;0;none
2011-01-04;13430;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;1;20;0;0;0;0;2.6;5;3.6;75;87;82;1008;1019;1013.5;4.9;14;17.4;217;0;-1.2;3;0.9;2.6;4.3;0.2;0.7;4;0.2;0.6;5;8;-0.6;4.4;1.4;0;0;0;0;none
2011-01-05;13757;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;2;19;0;0;0;0;4.1;7.1;5.8;65;95;83;995;1008;1001.5;7.2;18.5;26.2;203;0.8;0.1;6.4;3.1;4.1;6.4;0.3;1;10;0.2;0.8;8;12.7;-0.7;7.1;3;0;0;0;0;none
2011-01-06;9595;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;3;18;0;0;0;0;1.3;6.8;4;94;98;95;993;1003;998;2.1;7.4;10.5;318;10.1;0.9;6.1;3.3;4.3;4.7;0.2;0.4;2;0.3;1;2;6.4;-0.5;6.7;3.4;0;0;0;0;none
2011-01-07;9294;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.05;0.0323;4;17;0;0;0;0;0.6;10.1;5.8;93;98;97;997;1003.00001;1000;4.9;14;20.8;136;9;0.2;9.8;5.4;0.6;10.1;0.4;1.5;1;0.3;0.7;3;9;-2;11.3;4.4;0;0;0;0;none
2011-01-08;9338;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;2.7;10;7.2;68;96;83;988;1005;996.5;7.5;19.9;33.1;226;3.5;-0.5;9.1;4.5;9.2;10;0.2;0.6;4;0.4;1.5;9;13.3;-1.6;10.7;4.7;0;0;0;0;none
2011-01-09;10558;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;1.5;5.8;3.2;66;90;80;1005;1018;1011.5;4.2;10.9;15.9;237;0;-1.6;1.5;0;1.5;5.8;0.3;1.4;4;0.3;1;8;8.1;-2.2;5.8;1;0;0;0;0;none
2011-01-10;16058;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;5;16;0;0;0;0;-0.7;8.2;4.9;73;96;86;1002;1018;1010;7;19.7;30;189;0.5;-2.7;5.9;2.6;-0.7;8.2;0.3;1.5;8;0.3;1.1;6;11.7;-2.4;6.4;2.4;2;0;0;0;none
2011-01-11;16412;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;6;15;0;0;0;0;4.1;7.3;5.5;73;97;84;997;1017;1007;4.8;16.8;25.5;249;6.8;0.5;6.9;3;4.7;7.3;0.2;0.8;3;0.2;0.9;18;12.4;0.1;6.5;3.5;0;0;0;0;none
2011-01-12;13894;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;7;14;0;0;0;0;4.1;12.1;9.1;79;98;93;1009;1017;1013;5.5;13.2;16.8;216;6.3;1.2;11.4;8.1;4.1;12.1;0.3;1.2;6;0.1;0.3;2;7.7;0.6;14;8.9;0;0;0;0;none
2011-01-13;15911;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;8;13;0;0;0;0;11.4;13.3;12.1;90;98;95;1009;1011;1010;7.1;16.6;25.9;219;3;10.5;12;11.3;11.4;13.3;0.1;0.4;2;0.2;0.8;2;10.5;12.8;15.6;14;0;0;0;0;none
2011-01-14;14834;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.05;0.0323;9;12;0;0;0;0;7.8;11.7;10.5;85;95;92;1008;1015;1011.5;7;17;23.7;219;5.5;6.7;10.9;9.3;11.3;11.7;0.1;0.3;7;0.7;1.8;6;12;5.3;13.4;10.9;0;0;0;0;none
2011-01-15;11851;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;7.8;11.2;10.3;74;94;82;1014;1017;1015.5;10.7;22.8;33.1;211;0;5.6;8.1;7.3;7.8;11.2;0.2;0.7;5;0.3;0.4;6;14.5;4.3;11.5;9.9;0;0;0;0;none
2011-01-16;10471;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;9.8;12.3;11.1;74;95;84;1016;1018;1017;8.6;19.2;28.4;208;1.4;6;9.7;8.4;10.3;12.3;0.2;0.7;9;0.3;0.8;6;12.7;8.3;12.9;11.7;0;0;0;0;none
2011-01-17;10835;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;10;11;0;0;0;0;5.6;9.8;7.6;85;97;93;1016;1021;1018.5;3.4;11.4;16.1;84;16.1;4.4;8.9;6.5;8.6;6.7;0.1;0.4;3;0.2;0.8;4;9.4;2.8;10.6;6.7;0;0;0;0;none
2011-01-18;17703;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.05;0.0323;11;10;0;0;0;0;2.8;6.4;4.5;76;97;90;1020;1033;1026.5;3.7;10.7;15.4;334;7.6;1.2;4.8;2.9;3.5;6.4;0.4;1.4;4;0.3;1;10;7.6;-0.1;6.4;3;0;0;0;0;none
2011-01-19;18350;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0.05;0.0323;12;9;0;0;0;0;1.2;6.1;3.3;84;97;91;1033;1035;1034;3.3;7.6;10;308;0;0.5;4;1.9;1.2;6.1;0.3;1.2;3;0.3;1.3;4;5.8;-2.1;6.1;1.9;0;0;0;0;none
2011-01-20;17957;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0.05;0.0323;13;8;0;0;0;0;2.6;5;3.8;86;95;90;1035;1038;1036.5;4.3;8.7;12.3;358;0.1;0.8;3.3;2.3;2.6;5;0.2;0.5;3;0.2;1;3;6.5;-1;4.9;2.1;0;0;0;0;none
2011-01-21;16509;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.05;0.0323;14;7;0;0;0;0;0;3.9;1.7;74;95;86;1038;1040.00001;1039;3.8;10.2;14.7;353;0.3;-2.9;3;-0.4;0;2.5;0.2;1;6;0.3;1.2;9;7.7;-4.4;3.9;0;0;0;0;0;none
2011-01-22;10658;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.0323;0;0;0;0;0;0;0.7;6.1;3.8;83;97;91;1035;1040;1037.5;5.2;13.5;18.5;359;0.3;0;4.9;2.5;0.7;6.1;0.2;1;3;0.1;0.4;8;8.3;-2.8;6.1;1.6;0;0;0;0;none
2011-01-23;9911;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;5.3;7.2;6.3;83;96;91;1033;1035;1034;6.5;12.1;17.5;7;0;3.9;6;4.9;5.3;7.2;0.2;0.6;4;0.1;0.4;5;8;1.7;6;3.9;0;0;0;0;none
2011-01-24;17193;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.05;0.0323;15;6;0;0;0;0;3.3;6.8;5.6;72;94;86;1024;1034;1029;4.7;10;14.5;322;0.3;2;5.3;3.4;5.4;6.8;0.2;0.5;7;0.3;1;6;6.9;0.5;6.8;3.8;0;0;0;0;none
2011-01-25;17045;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;16;5;1;1;0;0;3.4;8.2;6.5;83;95;91;1010;1024;1017;4.2;10.9;13.2;265;0.8;2.4;6.8;5.2;3.4;8.2;0.3;0.9;4;0.1;0.4;3;5.9;-0.2;8.1;4.9;0;0;0;0;none
2011-01-26;16396;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;17;4;2;1;1;1;1.7;7;5.2;77;97;92;1008;1018;1013;6.3;19.9;30.6;22;0.5;-1.9;6.3;4;5.9;6.7;0.1;0.5;6;0.4;1.5;9;12.4;-5.1;7;2.7;0;0;0;0;none
2011-01-27;16519;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;18;3;3;1;2;1;1.1;2.6;1.6;57;78;68;1018;1025;1021.5;8.6;20.6;23.9;43;0;-6;-1.7;-3.7;1.1;2.6;0.1;0.5;5;0.2;0.5;14;11.5;-5;1.9;-2.6;0;0;0;0;none
2011-01-28;15538;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.05;0.0323;19;2;4;1;3;1;-0.5;1.2;0.5;58;76;64;1022;1025;1023.5;8.2;18.1;23.2;49;0;-6.5;-3.8;-5.6;0.4;1.2;0.1;0.3;4;0.2;0.7;3;12.3;-6;0.2;-3.7;5.1;0;0;0;none
2011-01-29;9379;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;-0.1;1.3;0.7;73;77;74;1022;1024;1023;6.4;14;17;37;0;-3.8;-2.8;-3.3;-0.5;1.3;0.1;0.5;2;0.1;0.3;1;8.8;-4.9;1.2;-2.8;0.3;0;0;0;none
2011-01-30;9455;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;-0.4;4.1;1.8;64;81;75;1022;1025;1023.5;4.8;13.8;19.9;46;0;-3.8;-1;-2.3;-0.4;4.1;0.3;0.9;5;0.3;1.3;5;9.6;-5.4;2.9;-0.6;3;0;0;0;none
2011-01-31;16260;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0323;20;1;5;1;4;1;-0.7;3.7;2;67;80;74;1025;1026;1025.5;2.7;9.4;11.8;296;0;-3.7;-1;-2.2;0.7;3.7;0.2;0.7;4;0.3;1.1;3;6.8;-5.2;3.7;0.8;1.8;0;0;0;none
2011-02-01;16331;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;1;20;0;0;0;0;-1.7;6.9;3.5;80;95;86;1024;1028;1026;5.4;12.3;17.3;238;0.1;-4.7;5.5;1.5;-1.7;6.9;0.3;1.2;5;0.2;0.7;2;9;-8;6.9;0.9;5.2;0;0;0;none
2011-02-02;18102;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;2;19;0;0;0;0;3;10;6.6;82;98;93;1020;1028;1024;6.9;16.1;20.8;220;0.1;2.6;8.8;5.5;3;10;0.4;1.7;4;0.2;0.9;8;10.9;-1.2;10.7;4.3;0;0;0;0;none
2011-02-03;15593;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;3;18;0;0;0;0;4.2;9.6;7.5;62;91;79;1017;1026;1021.5;7.5;21.9;32.9;227;0;2.5;6;4;4.2;9.6;0.3;1.4;6;0.3;1.1;12;15;1;8.6;5;0;0;0;0;none
2011-02-04;14938;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.05;0.0357;4;17;0;0;0;0;9.5;12.3;11;71;85;77;1015;1017;1016;11.8;25.5;35.6;228;0;5.5;8.1;7;8.3;12.3;0.2;0.6;4;0.1;0.4;6;16.2;5.3;12.5;10.9;0;0;0;0;none
2011-02-05;8442;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0357;0;0;0;0;0;0;11.3;13;12;72;83;76;1015;1020;1017.5;11.4;20.8;30.1;227;0.1;7.4;8.6;7.9;11.3;13;0.1;0.4;4;0.2;0.6;3;13.4;11.7;13.5;12.4;0;0;0;0;none
2011-02-06;9437;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0357;0;0;0;0;0;0;9.7;11.6;10.8;70;84;77;1019;1020;1019.5;11.3;21.3;34.2;215;0;5.5;8.3;6.9;10.3;11.6;0.2;0.8;4;0.2;0.6;6;15.2;6.3;11.9;10.8;0;0;0;0;none
2011-02-07;16537;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;5;16;0;0;0;0;5.7;11.4;9;62;84;74;1010;1019;1014.5;10.1;22.5;33.1;228;0.1;2.2;8.4;4.6;8.7;11.4;0.2;0.8;5;0.4;1.7;21;17.1;3.2;11.8;7.1;0;0;0;0;none
2011-02-08;19829;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;6;15;0;0;0;0;1.5;9.1;5.5;52;95;77;1020;1024;1022;2.8;8.1;10.5;196;0;-0.8;4.6;1.6;1.5;9.1;0.6;2;8;0.4;1.1;13;6;-1;9.1;4.7;0;0;0;0;none
2011-02-09;18197;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;7;14;0;0;0;0;5.4;10.5;8.1;72;89;81;1016;1020;1018;5.1;12.5;15.4;180;0;1.6;6.9;5;5.4;10.5;0.5;2;7;0.2;0.5;6;8.4;3.3;10.5;6.8;0;0;0;0;none
2011-02-10;11496;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;8;13;0;0;0;0;8.3;10.6;9.6;86;97;93;1010;1015;1012.5;4.9;10.7;15.2;205;12.3;6.1;10.1;8.5;8;10.6;0.1;0.4;3;0.1;0.4;2;7;5.3;11.9;8.9;0;0;0;0;none
2011-02-11;16070;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.05;0.0357;9;12;0;0;0;0;8.4;12;10.1;89;97;93;1010;1012;1011;4.2;12.1;17.5;214;1.1;7.3;11;9.1;8.4;12;0.2;0.9;2;0.2;0.5;5;7.2;6.5;13.7;10.3;0;0;0;0;none
2011-02-12;12855;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0357;0;0;0;0;0;0;5.6;10.5;8.9;68;96;85;1010;1012;1011;4.9;10.7;16.3;238;1.9;2.6;9.7;6.5;8.7;10.5;0.2;0.8;4;0.3;0.9;8;10.2;1.9;11.7;7.9;0;0;0;0;none
2011-02-13;7034;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0357;0;0;0;0;0;0;5.6;8.6;7.4;82;95;87;997;1009;1003;7.6;17.5;24.4;187;3;3.3;7.1;5.4;5.6;8.6;0.1;0.5;3;0.2;0.9;3;11.9;2.2;7.7;4.8;0;0;0;0;none
2011-02-14;17836;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;10;11;0;0;0;0;4.7;9.3;6.8;58;94;80;998;1002;1000;5.4;13;20.8;201;0;0.9;5.9;3.5;4.7;9.3;0.5;1.5;9;0.2;1;10;9.9;1.5;8.6;4.8;0;0;0;0;none
2011-02-15;15667;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0.05;0.0357;11;10;0;0;0;0;4.9;6.8;6.1;77;92;86;989;998;993.5;5.9;14;22.1;163;2.2;2;5.9;3.9;4.9;6.8;0.2;0.6;4;0.2;0.7;6;9.6;1.1;7.1;3.7;0;0;0;0;none
2011-02-16;18989;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0.05;0.0357;12;9;0;0;0;0;4;10.4;6.9;61;96;82;991;1000;995.5;4.5;11.4;15.2;163;0;2.4;5.8;4;4;10.4;0.4;1.1;6;0.3;1.2;7;8.6;1.2;10.4;5.4;0;0;0;0;none
2011-02-17;18938;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0.05;0.0357;13;8;0;0;0;0;4;8.5;6;80;97;89;1000;1011;1005.5;4.8;9.7;12.8;64;0;2.5;6.2;4.3;4;8.5;0.3;1.3;3;0.2;0.9;6;6.7;0.5;8.5;4.1;0;0;0;0;none
2011-02-18;17460;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.05;0.0357;14;7;0;0;0;0;2.3;6.8;4.5;77;92;85;1011;1014;1012.5;5.4;12;17;99;0;0;4.2;2.3;4;6.8;0.3;1;4;0.2;0.9;4;8.8;-2.1;5.3;2.2;0;0;0;0;none
2011-02-19;6250;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.0357;0;0;0;0;0;0;2.7;6;4.6;86;98;96;1009;1013;1011;4.1;9.7;15.4;55;11.2;0.7;5.7;4;2.3;6;0.2;0.8;3;0.1;0.3;1;7;-1.8;6;2.9;0;0;0;0;none
2011-02-20;7882;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.0357;0;0;0;0;0;0;3.6;5.1;4.3;93;98;95;1013;1016;1014.5;4.6;10.5;15.4;43;0;2.6;4.8;3.6;4.1;4.7;0.1;0.3;1;0.1;0.3;1;6.8;-0.6;5.1;2.3;0;0;0;0;none
2011-02-21;13720;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.05;0.0357;15;6;0;0;0;0;3.6;6.4;5;84;93;89;1012;1016;1014;4.6;9.4;13.5;95;0.1;2.4;4.1;3.3;3.6;6.4;0.2;0.5;3;0.1;0.4;2;6.6;0.5;6.4;3.1;0;0;0;0;none
2011-02-22;15948;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;16;5;1;1;0;0;4.3;7.3;5.9;86;94;90;1014;1019;1016.5;2.8;8.7;10.5;154;0.5;3.3;5.5;4.3;4.3;7.3;0.2;0.8;2;0.1;0.3;3;5.5;1.9;7.3;5.2;0;0;0;0;none
2011-02-23;12936;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;17;4;2;1;1;1;6.4;10.4;8.2;81;97;93;1014;1019;1016.5;5.6;12.1;16.1;213;3.5;3.4;9.9;7.1;6.4;10.4;0.2;0.6;4;0.1;0.4;4;9.5;3.2;11.6;6.9;0;0;0;0;none
2011-02-24;19230;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;18;3;3;1;2;1;8.3;13.7;10.6;69;96;85;1016;1025;1020.5;4.7;9.7;15.6;253;0;6;10.2;8.2;8.3;13.7;0.6;1.7;3;0.2;0.9;9;7;5.9;14.4;10.6;0;0;0;0;none
2011-02-25;18634;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.05;0.0357;19;2;4;1;3;1;8.1;14.2;11.1;72;95;84;1018;1025;1021.5;5.9;14.5;20.6;218;0;6;10.6;8.3;8.1;14.2;0.5;1.9;3;0.2;0.7;10;10.6;5.4;15.3;11.2;0;0;0;0;none
2011-02-26;7749;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.0357;0;0;0;0;0;0;5;10.9;8.5;67;95;84;1010;1017;1013.5;7;18.5;25.9;268;5.2;1.2;9.1;5.9;9.3;8.8;0.2;0.5;9;0.4;1.2;9;10.7;0.9;11.6;6.6;0;0;0;0;none
2011-02-27;8349;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0357;0;0;0;0;0;0;3.8;9.1;5.2;59;92;81;1018;1025;1021.5;4.6;12.5;17.6;315;2.5;1.1;3.5;2.1;3.8;9.1;;;;0.9;1.6;11;9.2;-2.8;8.2;3;0;0;0;0;none
2011-02-28;13843;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.05;0.0357;20;1;5;1;4;1;3;4.7;3.5;84;90;87;1025;1035;1030;5.7;14.5;20.6;10;0.3;1;2.6;1.5;3.3;3.7;0.2;0.5;4;0.2;0.9;9;8.3;-1.6;4.7;0.8;0;0;0;0;none
2011-03-01;15774;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0435;0.0323;1;23;0;0;0;0;2.5;4.4;3.4;75;88;82;1035;1039;1037;6.5;16.6;25.5;26;0;-0.5;1.3;0.6;2.5;4.4;0.6;0.4;5;0.5;1.9;13;11.3;-2.8;3.2;0.5;0;0;0;0;none
2011-03-02;16929;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0435;0.0323;2;22;0;0;0;0;0.1;6.6;3.4;69;87;80;1035;1038;1036.5;7.2;14.7;19.7;35;0;-1.9;1.7;0.2;2.2;6.6;0.3;0.8;5;0.4;1.5;10;9.4;-4.5;4.8;0.1;0;0;0;0;none
2011-03-03;16576;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0435;0.0323;3;21;0;0;0;0;-0.1;4;1.8;73;91;83;1034;1035;1034.5;7;14.7;23.7;31;0;-2;0.9;-0.8;-0.1;4;0.2;0.7;3;0.2;1.1;10;10.1;-4.9;1.7;-1.8;0.5;0;0;0;none
2011-03-04;16971;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0435;0.0323;4;20;0;0;0;0;0.6;6.5;2.9;64;82;76;1031;1035;1033;4.4;12.3;16.8;44;0;-2.4;0.6;-1.1;0.6;6.5;0.3;1.3;5;0.4;1.3;8;8.8;-4.5;6.5;0.6;0;0;0;0;none
2011-03-05;9847;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;0.7;7.3;3.8;69;90;81;1029;1032;1030.5;5.2;13.8;20.4;47;0.1;-1.4;4.1;0.9;0.7;7.3;0.3;1.3;8;0.2;1;11;10.3;-3.9;7.1;1.4;0;0;0;0;none
2011-03-06;7142;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;2.8;6;4.1;59;79;68;1031;1033;1032;7.7;14.5;20.6;68;0;-2.8;0.8;-1.3;3.5;6;0.3;0.9;3;0.4;1.4;8;9.7;-1.4;5.6;0.8;0;0;0;0;none
2011-03-07;16192;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0435;0.0323;5;19;0;0;0;0;0.7;8.6;4.3;41;85;63;1025;1032;1028.5;4.6;11.4;14.3;73;0;-5.9;1.2;-2.5;0.7;8.6;0.5;2.3;8;0.4;1.7;7;7;-3.1;8.6;2.4;0;0;0;0;none
2011-03-08;17240;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0435;0.0323;6;18;0;0;0;0;-2.6;11.4;4.9;47;89;68;1015;1025;1020;4.4;13.2;19;225;0;-4.8;2.5;-0.8;-2.6;11.4;0.9;4.4;7;0.2;0.5;4;9.4;-2.6;11.4;3.8;6.8;0;0;0;none
2011-03-09;18494;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0435;0.0323;7;17;0;0;0;0;4.4;10.5;7.7;48;81;66;1014;1017;1015.5;6.8;14.5;19.9;246;0;-0.7;4.7;1.4;4.4;10.5;0.5;1.6;6;0.2;0.6;5;10.2;0.4;10.5;5.8;0;0;0;0;none
2011-03-10;18794;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.0435;0.0323;8;16;0;0;0;0;5.7;12.7;9.3;52;78;68;1009;1015;1012;9.3;21.9;33.3;241;0;0.8;6;3.6;5.7;12.7;0.4;1.3;6;0.2;0.9;2;14.4;1.6;12.7;7.6;0;0;0;0;none
2011-03-11;19074;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0435;0.0323;9;15;0;0;0;0;4.6;11.6;8.3;52;84;69;1010;1016;1013;6.1;14;19.7;225;0;1.8;4.2;2.8;4.6;11.6;1.1;1.8;5;0.3;1.4;8;10.7;1.8;11.6;7;0;0;0;0;none
2011-03-12;15488;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0323;0;0;0;0;0;0;7.9;13.9;10.3;51;84;66;998;1010;1004;5;11.8;19.2;172;0.1;2.9;6.8;4.1;7.9;13.9;0.5;2.3;7;0.4;1.4;6;7.7;5.4;13.9;9.7;0;0;0;0;none
2011-03-13;10526;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0323;0;0;0;0;0;0;1.9;10.6;8.6;73;89;83;997;1010;1003.5;2.7;9.8;13.2;234;0.8;-0.4;8.6;5.8;9.3;10.6;0.2;0.8;;0.3;0.9;7;6.6;1.9;11.1;8.2;0;0;0;0;none
